household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index,aquifer_cluster,water_table_depth_m,depletion_rate_m_per_year,tds_mg_per_L,nitrate_mg_per_L
HH00904,27.744974,85.214426,Kathmandu,wet,8,1,1,0,AQ0420,61.43,1,49.1,1.95,726.12,8.93
HH00905,27.739623,85.273981,Kathmandu,wet,5,0,1,1,AQ0346,48.82,2,17.1,2.14,608.11,9.18
HH00906,27.662195,85.413,Bhaktapur,dry,4,0,1,0,AQ0450,15.54,0,17.09,0.65,734.92,3.43
HH00907,27.619933,85.220772,Lalitpur,dry,4,0,1,0,AQ0044,41.09,2,9.88,2.01,150.0,6.63
HH00908,27.654493,85.422426,Lalitpur,dry,5,0,0,1,AQ0500,22.97,2,5.71,1.01,301.75,4.36
HH00909,27.766357,85.223893,Lalitpur,wet,5,1,0,0,AQ0261,16.03,2,10.71,1.11,310.03,3.63
HH00910,27.796094,85.416958,Kathmandu,wet,3,0,1,0,AQ0285,34.49,1,48.85,0.61,1062.31,1.5
HH00911,27.698769,85.293805,Bhaktapur,dry,6,1,0,0,AQ0126,36.82,0,18.74,0.46,646.87,6.15
HH00912,27.60194,85.359174,Kathmandu,wet,6,1,1,0,AQ0260,60.96,1,50.53,2.11,687.29,5.9
HH00913,27.628009,85.239751,Kathmandu,wet,5,1,0,0,AQ0495,40.21,1,31.58,1.71,950.51,4.16
HH00914,27.664416,85.217204,Kathmandu,dry,3,1,1,0,AQ0355,29.99,0,6.69,1.73,255.84,4.31
HH00915,27.715717,85.256144,Bhaktapur,wet,4,0,1,1,AQ0214,59.96,1,38.87,2.43,745.28,5.46
HH00916,27.615019,85.233242,Bhaktapur,wet,7,1,1,0,AQ0305,43.66,0,7.97,2.19,512.58,3.96
HH00917,27.788671,85.281226,Kathmandu,wet,7,1,0,0,AQ0200,20.34,0,18.87,0.92,716.35,3.48
HH00918,27.673017,85.33374,Bhaktapur,wet,4,1,0,1,AQ0236,16.33,2,4.82,1.47,309.55,4.81
HH00919,27.782517,85.353077,Kathmandu,wet,4,0,1,0,AQ0341,27.48,0,14.23,0.99,774.14,5.2
HH00920,27.756104,85.405366,Kathmandu,wet,4,1,0,0,AQ0136,29.65,0,13.18,0.84,150.0,5.06
HH00921,27.751087,85.370622,Bhaktapur,wet,4,1,1,0,AQ0378,75.51,1,53.24,2.17,865.11,8.12
HH00922,27.721344,85.358277,Bhaktapur,dry,5,0,1,0,AQ0436,49.36,2,5.56,1.91,863.97,5.94
HH00923,27.725357,85.307063,Lalitpur,dry,8,0,1,0,AQ0116,55.31,1,8.87,2.18,578.46,7.46
HH00924,27.727601,85.32319,Lalitpur,wet,4,0,1,1,AQ0453,24.73,1,58.58,0.62,953.76,1.84
HH00925,27.725744,85.307775,Bhaktapur,dry,3,1,1,0,AQ0405,56.71,1,51.28,2.56,903.28,2.73
HH00926,27.710746,85.418963,Lalitpur,wet,7,0,1,1,AQ0155,28.92,2,2.7,1.47,346.1,1.14
HH00927,27.797283,85.2598,Bhaktapur,wet,3,1,1,0,AQ0422,7.13,0,11.2,0.7,551.14,1.64
HH00928,27.746458,85.201487,Lalitpur,wet,8,1,1,1,AQ0389,20.91,2,39.27,0.37,728.97,4.13
HH00929,27.755389,85.369343,Bhaktapur,dry,5,1,1,0,AQ0341,40.25,0,14.23,0.99,774.14,5.2
HH00930,27.774493,85.25264,Bhaktapur,dry,7,1,1,0,AQ0317,34.16,0,10.26,1.64,484.28,7.48
HH00931,27.643128,85.43143,Kathmandu,dry,4,0,1,0,AQ0392,60.98,1,33.75,1.95,777.41,8.54
HH00932,27.616761,85.423352,Bhaktapur,wet,3,0,1,0,AQ0342,20.85,0,5.83,1.03,452.91,5.74
HH00933,27.696579,85.219949,Kathmandu,wet,5,1,1,0,AQ0018,44.27,0,3.98,1.94,477.07,8.72
HH00934,27.702816,85.227661,Kathmandu,dry,5,1,0,1,AQ0388,42.01,2,16.61,2.36,485.79,2.58
HH00935,27.765836,85.328745,Lalitpur,wet,4,0,0,1,AQ0004,29.39,2,2.69,1.08,609.6,6.56
HH00936,27.688757,85.358398,Kathmandu,dry,8,1,1,0,AQ0165,20.91,0,5.6,1.31,397.17,2.14
HH00937,27.714171,85.271476,Lalitpur,dry,6,1,1,1,AQ0127,32.08,2,2.02,1.12,182.3,7.39
HH00938,27.705414,85.386367,Bhaktapur,dry,5,1,1,0,AQ0399,51.81,2,14.43,2.0,732.5,6.37
HH00939,27.607641,85.354678,Kathmandu,dry,4,1,1,0,AQ0422,14.82,0,11.2,0.7,551.14,1.64
HH00940,27.723043,85.284454,Kathmandu,dry,6,0,1,0,AQ0411,34.91,0,2.9,1.0,379.22,6.99
HH00941,27.765609,85.206597,Bhaktapur,dry,6,1,1,1,AQ0213,78.11,1,43.55,2.47,1033.53,8.53
HH00942,27.6315,85.395039,Kathmandu,dry,4,1,1,1,AQ0048,43.68,1,31.13,1.59,556.42,8.68
HH00943,27.718866,85.255836,Kathmandu,wet,7,1,0,0,AQ0046,51.3,0,12.68,2.26,417.12,8.25
HH00944,27.718722,85.416963,Kathmandu,dry,4,1,1,0,AQ0046,48.25,0,12.68,2.26,417.12,8.25
HH00945,27.632837,85.309275,Lalitpur,wet,4,0,1,0,AQ0048,48.47,1,31.13,1.59,556.42,8.68
HH00946,27.624693,85.35004,Lalitpur,wet,3,0,1,1,AQ0187,17.49,2,9.31,1.17,346.02,4.74
HH00947,27.79601,85.426967,Bhaktapur,wet,6,1,1,0,AQ0120,35.83,0,13.81,1.35,593.92,5.64
HH00948,27.678744,85.424542,Kathmandu,wet,5,0,1,1,AQ0132,6.59,2,5.5,0.73,225.99,4.99
HH00949,27.645484,85.296595,Bhaktapur,dry,4,0,1,1,AQ0459,35.82,2,6.83,1.81,565.81,6.41
HH00950,27.634265,85.254311,Lalitpur,dry,4,1,1,0,AQ0019,16.51,2,3.63,1.01,290.01,2.14
HH00951,27.73352,85.401538,Kathmandu,wet,3,0,0,1,AQ0441,43.52,2,19.42,1.63,460.81,5.23
HH00952,27.721889,85.312601,Lalitpur,wet,4,1,0,1,AQ0275,48.0,1,40.89,1.58,1180.18,5.71
HH00953,27.72871,85.249931,Lalitpur,dry,5,1,0,0,AQ0475,31.94,2,8.24,1.27,534.86,3.64
HH00954,27.617601,85.435151,Lalitpur,dry,4,1,1,1,AQ0232,72.4,1,58.21,3.01,788.87,9.68
HH00955,27.778707,85.251507,Kathmandu,dry,4,0,0,1,AQ0042,32.95,2,20.61,1.06,181.38,1.53
HH00956,27.677853,85.20671,Kathmandu,wet,7,1,1,0,AQ0092,19.24,2,1.92,0.66,150.0,5.84
HH00957,27.662674,85.205273,Kathmandu,dry,5,1,1,0,AQ0261,23.49,2,10.71,1.11,310.03,3.63
HH00958,27.692472,85.361802,Kathmandu,wet,6,1,0,1,AQ0048,46.23,1,31.13,1.59,556.42,8.68
HH00959,27.678013,85.372036,Lalitpur,wet,3,1,0,1,AQ0409,37.83,0,15.18,2.03,150.0,7.76
HH00960,27.772715,85.280871,Kathmandu,wet,4,1,1,0,AQ0451,14.44,2,2.55,0.7,290.32,5.75
HH00961,27.785852,85.283203,Lalitpur,wet,5,1,1,0,AQ0282,8.14,2,3.4,0.71,469.73,3.71
HH00962,27.660691,85.288268,Kathmandu,wet,4,1,0,0,AQ0074,34.0,0,9.9,1.43,383.14,6.75
HH00963,27.772787,85.376841,Kathmandu,dry,3,1,0,1,AQ0216,28.49,2,3.26,1.43,337.08,6.76
HH00964,27.756305,85.215115,Lalitpur,wet,7,1,1,1,AQ0446,12.61,0,4.93,0.87,162.76,8.35
HH00965,27.786162,85.44157,Kathmandu,wet,7,1,1,0,AQ0221,15.07,2,9.9,1.11,245.25,3.09
HH00966,27.64915,85.257855,Bhaktapur,wet,3,0,0,1,AQ0109,32.91,0,23.32,1.39,285.63,1.83
HH00967,27.715392,85.459915,Kathmandu,wet,4,1,1,0,AQ0135,23.13,2,1.12,1.07,150.0,5.55
HH00968,27.654909,85.244596,Kathmandu,dry,8,1,0,1,AQ0428,52.49,1,40.93,0.65,853.98,5.04
HH00969,27.764819,85.400602,Bhaktapur,wet,3,0,1,0,AQ0343,36.1,1,30.63,1.02,550.52,4.44
HH00970,27.601065,85.258087,Lalitpur,dry,5,1,0,1,AQ0238,39.96,2,19.28,1.52,524.19,2.07
HH00971,27.712964,85.22102,Kathmandu,wet,8,0,1,1,AQ0155,27.05,2,2.7,1.47,346.1,1.14
HH00972,27.667841,85.427483,Kathmandu,dry,8,1,1,1,AQ0426,20.39,2,2.59,0.6,432.41,6.55
HH00973,27.664537,85.423275,Lalitpur,dry,5,1,0,0,AQ0329,62.45,1,51.09,1.76,884.48,7.44
HH00974,27.728981,85.304928,Bhaktapur,dry,4,0,1,1,AQ0492,13.62,0,6.86,0.88,156.25,2.88
HH00975,27.770297,85.382623,Bhaktapur,dry,4,1,0,1,AQ0056,16.78,2,16.35,0.41,499.46,2.2
HH00976,27.721839,85.344837,Kathmandu,dry,7,0,1,1,AQ0387,55.17,1,23.08,2.32,970.66,6.15
HH00977,27.770635,85.421769,Bhaktapur,wet,7,1,1,0,AQ0382,23.28,2,7.37,1.27,150.0,1.86
HH00978,27.652919,85.281915,Kathmandu,dry,5,1,0,0,AQ0397,31.76,2,12.2,2.01,150.0,3.06
HH00979,27.7039,85.336155,Kathmandu,dry,6,1,0,1,AQ0198,52.22,2,17.36,1.98,574.46,6.65
HH00980,27.690107,85.326197,Bhaktapur,dry,6,1,0,0,AQ0315,30.84,0,7.82,1.04,310.94,5.12
HH00981,27.602329,85.292016,Kathmandu,wet,5,1,1,0,AQ0038,29.76,1,23.9,1.33,429.05,8.87
HH00982,27.711362,85.431778,Kathmandu,wet,6,0,1,0,AQ0341,37.08,0,14.23,0.99,774.14,5.2
HH00983,27.732305,85.243128,Kathmandu,dry,5,1,0,0,AQ0339,39.84,2,9.35,1.49,712.15,4.85
HH00984,27.718383,85.238872,Kathmandu,wet,5,1,1,1,AQ0217,29.09,2,9.82,1.64,368.23,9.09
HH00985,27.747256,85.349996,Lalitpur,wet,4,1,1,0,AQ0231,3.29,2,5.46,0.51,157.77,1.81
HH00986,27.714268,85.370948,Lalitpur,wet,6,0,1,0,AQ0452,41.94,2,21.2,1.55,505.49,4.44
HH00987,27.61335,85.250601,Kathmandu,dry,5,1,1,0,AQ0342,24.52,0,5.83,1.03,452.91,5.74
HH00988,27.623289,85.301587,Lalitpur,dry,4,1,0,0,AQ0453,40.01,1,58.58,0.62,953.76,1.84
HH00989,27.719295,85.446107,Bhaktapur,wet,6,1,1,0,AQ0257,32.7,2,2.01,1.23,150.0,8.94
HH00990,27.654996,85.264121,Bhaktapur,wet,5,1,0,1,AQ0434,44.66,1,16.47,1.97,693.9,5.15
HH00991,27.615929,85.373774,Kathmandu,wet,7,0,1,0,AQ0209,47.0,1,19.77,2.09,585.62,4.89
HH00992,27.685921,85.392439,Bhaktapur,wet,4,1,1,0,AQ0201,24.12,2,6.19,1.26,538.19,8.74
HH00993,27.710865,85.316513,Lalitpur,dry,5,1,0,0,AQ0137,36.26,2,23.18,0.63,554.1,5.78
HH00994,27.665749,85.443757,Kathmandu,dry,4,1,0,0,AQ0128,79.93,1,52.76,2.14,1138.37,9.84
HH00995,27.744087,85.391531,Kathmandu,wet,7,1,1,0,AQ0053,11.37,2,5.89,0.87,150.0,4.2
HH00996,27.728754,85.31906,Kathmandu,dry,3,1,1,1,AQ0344,28.81,2,26.83,0.49,708.99,6.63
HH00997,27.666564,85.348027,Lalitpur,dry,5,1,1,0,AQ0394,44.68,2,11.85,2.07,389.43,6.01
HH00998,27.750975,85.380079,Kathmandu,wet,6,1,0,1,AQ0084,52.73,1,52.15,1.95,857.84,4.02
HH00999,27.729739,85.353969,Lalitpur,wet,4,1,1,0,AQ0209,41.8,1,19.77,2.09,585.62,4.89
HH01000,27.727489,85.428461,Kathmandu,dry,8,1,1,0,AQ0333,76.44,1,50.12,2.51,496.87,8.32
HH01001,27.710686,85.292791,Bhaktapur,wet,7,1,1,0,AQ0285,46.98,1,48.85,0.61,1062.31,1.5
HH01002,27.602278,85.27797,Kathmandu,dry,4,1,1,0,AQ0036,17.55,0,4.98,0.92,539.29,1.65
HH01003,27.739301,85.255598,Bhaktapur,wet,3,0,1,1,AQ0215,39.18,0,24.77,1.62,753.03,8.37
HH01004,27.675208,85.209824,Bhaktapur,dry,4,1,0,0,AQ0027,45.32,1,24.38,1.17,1046.86,2.21
HH01005,27.788522,85.211184,Kathmandu,dry,4,0,1,0,AQ0146,38.94,0,12.65,1.15,542.48,7.9
HH01006,27.763597,85.426214,Kathmandu,dry,7,1,1,0,AQ0018,46.89,0,3.98,1.94,477.07,8.72
HH01007,27.717539,85.376382,Kathmandu,dry,8,0,1,0,AQ0118,82.76,1,51.33,2.71,865.87,4.13
HH01008,27.650436,85.371738,Bhaktapur,dry,3,0,1,1,AQ0137,33.0,2,23.18,0.63,554.1,5.78
HH01009,27.640743,85.359807,Lalitpur,dry,5,1,1,0,AQ0067,56.06,1,36.16,2.13,663.95,6.0
HH01010,27.668077,85.420797,Kathmandu,wet,5,1,0,1,AQ0391,34.83,2,19.31,0.86,744.0,8.43
HH01011,27.695314,85.324869,Kathmandu,wet,3,0,1,0,AQ0314,27.26,0,16.12,1.38,768.3,9.9
HH01012,27.659213,85.426307,Kathmandu,dry,4,1,1,1,AQ0463,33.28,2,0.48,2.18,379.77,5.02
HH01013,27.702986,85.293456,Bhaktapur,dry,4,1,1,1,AQ0030,31.68,2,28.63,0.97,465.8,5.48
HH01014,27.633074,85.440944,Lalitpur,wet,5,1,1,0,AQ0073,64.17,1,51.05,3.15,894.65,7.47
HH01015,27.795543,85.381651,Bhaktapur,wet,5,0,1,0,AQ0123,32.56,2,16.22,0.87,363.86,8.66
HH01016,27.621585,85.266866,Kathmandu,dry,6,1,1,1,AQ0445,24.5,0,9.61,1.1,158.88,2.19
HH01017,27.786389,85.346662,Kathmandu,wet,3,1,1,0,AQ0489,24.34,0,22.9,1.43,150.0,1.98
HH01018,27.782716,85.338588,Bhaktapur,wet,6,1,1,1,AQ0475,19.99,2,8.24,1.27,534.86,3.64
HH01019,27.705072,85.235854,Kathmandu,dry,5,1,0,1,AQ0228,36.94,0,1.11,1.48,268.66,7.89
HH01020,27.744982,85.353723,Bhaktapur,dry,7,0,1,0,AQ0338,36.99,2,4.73,2.22,520.08,4.95
HH01021,27.68721,85.281844,Kathmandu,wet,4,1,0,0,AQ0479,21.02,2,0.7,1.22,480.9,1.99
HH01022,27.726007,85.213611,Kathmandu,wet,7,1,1,0,AQ0273,12.6,2,3.57,0.53,244.81,3.46
HH01023,27.668115,85.446651,Lalitpur,wet,7,1,1,0,AQ0246,10.06,2,15.9,0.38,215.76,3.21
HH01024,27.660232,85.366787,Bhaktapur,wet,4,1,1,0,AQ0437,16.88,0,11.6,1.37,375.01,3.36
HH01025,27.715646,85.427999,Bhaktapur,dry,4,1,1,0,AQ0390,19.34,2,4.15,1.28,150.0,2.27
HH01026,27.699626,85.375775,Kathmandu,dry,7,1,0,0,AQ0039,40.81,2,17.5,1.0,647.53,5.81
HH01027,27.715907,85.292816,Kathmandu,wet,6,0,1,0,AQ0409,45.79,0,15.18,2.03,150.0,7.76
HH01028,27.657332,85.333299,Lalitpur,wet,7,1,1,1,AQ0170,20.88,2,4.6,1.32,290.53,3.69
HH01029,27.673392,85.375694,Lalitpur,wet,6,1,1,0,AQ0426,18.93,2,2.59,0.6,432.41,6.55
HH01030,27.61678,85.449666,Lalitpur,dry,5,0,1,1,AQ0315,31.39,0,7.82,1.04,310.94,5.12
HH01031,27.610455,85.265954,Kathmandu,wet,3,0,0,1,AQ0102,41.56,0,15.13,1.38,611.23,5.38
HH01032,27.650691,85.427494,Bhaktapur,dry,4,0,1,0,AQ0294,66.72,1,45.38,1.82,617.87,5.35
HH01033,27.614849,85.44026,Lalitpur,dry,8,1,0,0,AQ0415,93.92,1,58.08,2.86,1026.23,7.11
HH01034,27.620755,85.374308,Bhaktapur,dry,4,0,1,0,AQ0243,50.72,1,46.39,1.81,768.2,2.06
HH01035,27.762586,85.442129,Lalitpur,dry,3,0,1,0,AQ0157,35.52,0,23.06,0.88,404.2,4.13
HH01036,27.607775,85.303448,Kathmandu,wet,6,1,1,0,AQ0360,73.08,1,50.68,2.35,633.72,6.61
HH01037,27.731789,85.447784,Bhaktapur,dry,6,1,1,0,AQ0265,46.07,0,13.33,1.97,632.16,5.84
HH01038,27.654512,85.382724,Lalitpur,wet,4,1,0,0,AQ0257,23.91,2,2.01,1.23,150.0,8.94
HH01039,27.774309,85.210921,Bhaktapur,dry,4,0,1,0,AQ0464,32.23,2,15.41,0.95,723.52,3.55
HH01040,27.696998,85.435787,Bhaktapur,wet,5,0,1,0,AQ0358,29.62,0,34.84,1.22,589.87,3.2
HH01041,27.661115,85.325963,Lalitpur,dry,3,1,0,1,AQ0343,32.61,1,30.63,1.02,550.52,4.44
HH01042,27.703528,85.319685,Lalitpur,wet,6,0,1,0,AQ0123,40.14,2,16.22,0.87,363.86,8.66
HH01043,27.676392,85.347281,Kathmandu,dry,4,1,1,1,AQ0456,24.0,2,8.71,1.67,294.26,2.28
HH01044,27.71286,85.23884,Kathmandu,wet,7,1,0,1,AQ0047,33.42,2,1.01,1.58,794.8,7.63
HH01045,27.622907,85.321983,Kathmandu,dry,6,1,0,0,AQ0332,53.99,1,49.27,1.29,676.76,3.28
HH01046,27.799398,85.416093,Kathmandu,wet,5,0,1,0,AQ0010,21.56,0,7.49,0.64,150.0,1.46
HH01047,27.685111,85.204025,Kathmandu,wet,4,1,1,1,AQ0144,24.79,1,30.11,1.18,656.26,3.4
HH01048,27.669646,85.270958,Kathmandu,dry,5,1,1,0,AQ0431,73.29,1,56.56,2.91,747.15,6.11
HH01049,27.742042,85.200638,Kathmandu,dry,4,1,1,0,AQ0299,5.44,2,5.97,0.57,150.0,3.71
HH01050,27.67278,85.308085,Kathmandu,wet,4,1,1,0,AQ0152,24.25,2,11.15,0.98,555.82,7.77
HH01051,27.766655,85.389362,Kathmandu,dry,6,1,0,0,AQ0487,34.77,2,9.34,0.93,513.9,5.94
HH01052,27.690854,85.407681,Kathmandu,dry,5,1,0,0,AQ0136,24.02,0,13.18,0.84,150.0,5.06
HH01053,27.743912,85.445749,Lalitpur,dry,6,0,0,1,AQ0075,38.15,0,22.46,1.03,528.42,8.04
HH01054,27.621491,85.358211,Lalitpur,wet,3,0,0,1,AQ0361,38.92,1,49.62,1.14,501.39,4.23
HH01055,27.769224,85.266203,Kathmandu,wet,3,0,1,0,AQ0026,30.91,2,5.39,2.08,150.0,4.19
HH01056,27.747144,85.440278,Lalitpur,dry,8,1,1,1,AQ0007,33.06,1,58.51,0.38,729.1,3.19
HH01057,27.642343,85.401582,Bhaktapur,wet,5,0,1,0,AQ0079,65.27,1,45.53,1.67,1289.31,9.87
HH01058,27.629057,85.349351,Kathmandu,dry,5,0,1,1,AQ0015,44.39,0,21.61,2.06,597.5,3.47
HH01059,27.663258,85.380866,Lalitpur,wet,5,1,1,0,AQ0432,57.27,1,14.15,2.26,568.53,9.6
HH01060,27.795214,85.440322,Bhaktapur,wet,4,0,1,0,AQ0387,52.63,1,23.08,2.32,970.66,6.15
HH01061,27.651366,85.385222,Bhaktapur,dry,6,1,0,1,AQ0400,60.85,1,51.3,2.38,951.39,2.72
HH01062,27.691225,85.295777,Kathmandu,dry,3,0,1,0,AQ0207,75.08,1,45.39,2.17,750.92,7.1
HH01063,27.606004,85.385387,Lalitpur,dry,5,1,0,0,AQ0089,64.0,0,11.06,2.41,683.01,7.25
HH01064,27.679446,85.210472,Kathmandu,wet,5,1,0,0,AQ0097,24.03,2,7.29,1.52,468.4,3.51
HH01065,27.714264,85.300468,Lalitpur,wet,7,1,1,0,AQ0398,60.05,2,21.16,2.36,548.1,6.38
HH01066,27.790625,85.305644,Bhaktapur,wet,5,1,1,0,AQ0216,18.85,2,3.26,1.43,337.08,6.76
HH01067,27.703347,85.243378,Lalitpur,wet,3,1,0,0,AQ0459,51.92,2,6.83,1.81,565.81,6.41
HH01068,27.763821,85.206002,Bhaktapur,dry,5,0,1,1,AQ0259,31.06,2,11.89,0.88,367.62,3.24
HH01069,27.709426,85.234679,Kathmandu,dry,3,0,1,0,AQ0329,66.06,1,51.09,1.76,884.48,7.44
HH01070,27.608157,85.370202,Bhaktapur,wet,4,0,1,1,AQ0454,29.79,0,11.59,1.08,244.35,5.69
HH01071,27.663002,85.408595,Lalitpur,dry,3,1,1,0,AQ0287,25.17,0,36.3,0.32,818.36,4.68
HH01072,27.71511,85.456933,Kathmandu,wet,5,1,0,1,AQ0375,19.33,2,6.35,1.43,150.0,1.36
HH01073,27.790119,85.290055,Lalitpur,dry,3,1,0,0,AQ0464,32.93,2,15.41,0.95,723.52,3.55
HH01074,27.771826,85.355839,Kathmandu,wet,5,1,1,0,AQ0075,38.46,0,22.46,1.03,528.42,8.04
HH01075,27.645671,85.443658,Kathmandu,dry,7,1,1,0,AQ0242,56.9,1,49.77,1.51,780.77,6.14
HH01076,27.644022,85.243431,Bhaktapur,wet,6,0,1,0,AQ0017,43.62,1,8.77,1.86,711.02,6.7
HH01077,27.640235,85.386588,Kathmandu,wet,3,0,1,0,AQ0177,32.98,2,5.99,2.41,368.95,3.09
HH01078,27.7845,85.396294,Lalitpur,wet,4,1,0,1,AQ0259,15.41,2,11.89,0.88,367.62,3.24
HH01079,27.770533,85.223134,Kathmandu,wet,5,1,0,1,AQ0123,24.82,2,16.22,0.87,363.86,8.66
HH01080,27.754977,85.423925,Kathmandu,wet,7,1,1,0,AQ0467,28.29,0,9.05,1.1,398.66,4.8
HH01081,27.678547,85.411407,Bhaktapur,wet,3,0,1,0,AQ0472,49.57,0,5.53,2.12,150.0,8.21
HH01082,27.700876,85.208685,Kathmandu,wet,6,1,1,0,AQ0311,47.66,1,42.75,2.14,869.43,2.63
HH01083,27.692866,85.223682,Lalitpur,dry,5,0,0,1,AQ0111,31.35,2,5.8,0.64,350.04,5.11
HH01084,27.65068,85.212773,Lalitpur,wet,5,1,0,0,AQ0256,31.83,0,2.07,1.56,150.0,4.07
HH01085,27.701006,85.287033,Lalitpur,dry,8,0,1,0,AQ0234,34.76,0,32.09,0.53,819.15,7.18
HH01086,27.606099,85.332415,Bhaktapur,wet,6,1,1,1,AQ0456,28.73,2,8.71,1.67,294.26,2.28
HH01087,27.626362,85.33841,Lalitpur,dry,7,1,0,0,AQ0497,26.15,2,3.48,0.92,366.65,7.27
HH01088,27.777318,85.269593,Kathmandu,dry,4,1,1,0,AQ0356,36.18,2,3.77,1.89,462.92,9.62
HH01089,27.750336,85.437015,Bhaktapur,wet,5,1,1,0,AQ0040,14.94,2,7.5,1.18,603.16,4.14
HH01090,27.684574,85.295748,Kathmandu,dry,5,0,1,0,AQ0122,9.08,0,7.07,0.36,334.42,3.85
HH01091,27.70343,85.211843,Lalitpur,wet,4,0,1,0,AQ0450,25.31,0,17.09,0.65,734.92,3.43
HH01092,27.674,85.278059,Bhaktapur,dry,5,1,0,0,AQ0215,46.97,0,24.77,1.62,753.03,8.37
HH01093,27.748156,85.338088,Lalitpur,dry,4,1,0,0,AQ0296,37.39,2,17.15,1.62,502.04,2.67
HH01094,27.756837,85.306138,Bhaktapur,wet,3,1,1,1,AQ0286,26.23,2,1.22,1.91,496.18,6.98
HH01095,27.752657,85.271199,Lalitpur,wet,4,0,1,1,AQ0281,41.31,2,11.19,1.9,510.78,7.05
HH01096,27.744522,85.234144,Bhaktapur,wet,6,1,0,0,AQ0007,30.36,1,58.51,0.38,729.1,3.19
HH01097,27.640901,85.412983,Bhaktapur,wet,7,1,1,0,AQ0092,21.3,2,1.92,0.66,150.0,5.84
HH01098,27.667594,85.458998,Kathmandu,dry,5,0,0,1,AQ0361,48.76,1,49.62,1.14,501.39,4.23
HH01099,27.693969,85.285681,Kathmandu,wet,5,1,1,0,AQ0434,37.74,1,16.47,1.97,693.9,5.15
HH01100,27.666159,85.299221,Kathmandu,wet,3,0,1,0,AQ0123,33.26,2,16.22,0.87,363.86,8.66
HH01101,27.750988,85.36069,Lalitpur,wet,7,1,1,0,AQ0337,40.07,2,23.45,1.13,620.86,3.85
HH01102,27.665871,85.386795,Kathmandu,wet,5,0,1,1,AQ0096,40.67,1,40.11,1.44,556.75,2.51
HH01103,27.627646,85.301928,Kathmandu,wet,6,1,1,0,AQ0001,27.33,0,20.05,1.39,281.06,1.51
HH01104,27.679808,85.435282,Kathmandu,dry,6,1,1,0,AQ0091,32.72,1,57.28,0.46,542.58,1.84
HH01105,27.795983,85.345601,Bhaktapur,wet,4,0,1,0,AQ0428,42.75,1,40.93,0.65,853.98,5.04
HH01106,27.645176,85.317101,Lalitpur,dry,5,0,0,1,AQ0484,38.25,0,16.66,0.99,150.0,5.53
HH01107,27.722432,85.368135,Kathmandu,wet,8,1,1,0,AQ0433,54.52,1,38.87,2.06,987.63,6.29
HH01108,27.686595,85.447729,Kathmandu,wet,3,1,1,1,AQ0007,12.23,1,58.51,0.38,729.1,3.19
HH01109,27.614205,85.406584,Kathmandu,dry,5,0,1,0,AQ0120,44.06,0,13.81,1.35,593.92,5.64
HH01110,27.697575,85.210403,Kathmandu,wet,8,1,0,1,AQ0387,49.51,1,23.08,2.32,970.66,6.15
HH01111,27.740433,85.286401,Kathmandu,wet,4,1,0,0,AQ0350,36.65,2,7.83,1.75,392.27,8.6
HH01112,27.702644,85.322342,Bhaktapur,dry,7,1,1,1,AQ0129,58.81,1,20.23,2.17,716.7,9.88
HH01113,27.774421,85.281775,Bhaktapur,wet,7,0,0,1,AQ0179,44.56,0,20.43,1.7,482.8,9.71
HH01114,27.657787,85.382049,Kathmandu,wet,6,0,1,0,AQ0098,29.42,2,14.71,0.82,409.34,4.43
HH01115,27.61725,85.41483,Kathmandu,dry,4,0,1,0,AQ0422,17.49,0,11.2,0.7,551.14,1.64
HH01116,27.787313,85.39015,Kathmandu,dry,4,0,1,0,AQ0043,41.09,2,12.23,1.14,370.85,5.06
HH01117,27.675639,85.457227,Kathmandu,wet,3,1,1,0,AQ0183,43.42,1,47.28,1.46,934.29,4.17
HH01118,27.715281,85.270862,Kathmandu,wet,6,1,1,1,AQ0185,29.53,2,17.58,1.12,399.65,5.03
HH01119,27.758401,85.427497,Kathmandu,wet,6,1,1,0,AQ0053,12.45,2,5.89,0.87,150.0,4.2
HH01120,27.664863,85.399322,Kathmandu,wet,5,1,1,0,AQ0228,30.94,0,1.11,1.48,268.66,7.89
HH01121,27.743233,85.294166,Lalitpur,dry,4,1,0,0,AQ0161,61.65,1,32.55,2.0,995.73,7.22
HH01122,27.627084,85.390872,Lalitpur,dry,3,1,1,0,AQ0235,17.62,2,7.67,0.29,474.87,4.44
HH01123,27.658259,85.22706,Lalitpur,dry,6,1,1,0,AQ0464,23.38,2,15.41,0.95,723.52,3.55
HH01124,27.628942,85.405227,Kathmandu,wet,6,0,1,1,AQ0446,28.44,0,4.93,0.87,162.76,8.35
HH01125,27.762246,85.338406,Bhaktapur,wet,7,1,1,0,AQ0358,32.22,0,34.84,1.22,589.87,3.2
HH01126,27.64453,85.275995,Bhaktapur,dry,6,1,1,0,AQ0395,49.59,1,44.96,1.12,517.42,5.64
HH01127,27.743481,85.370502,Kathmandu,wet,6,0,1,1,AQ0200,19.54,0,18.87,0.92,716.35,3.48
HH01128,27.78866,85.366821,Kathmandu,dry,6,1,0,0,AQ0436,45.45,2,5.56,1.91,863.97,5.94
HH01129,27.705554,85.254466,Lalitpur,dry,5,1,0,0,AQ0001,38.09,0,20.05,1.39,281.06,1.51
